Comment,IsGreet
里面的东西很好吃呢不错的下午茶的地方,1
还可以不用等漫长时间非常不错真的非常非常非常单纯风驰电掣的非常非常非常好,1
来了很多次了都很喜欢煲仔饭很好吃的,1
每次都去秀玉吃味道还蛮好只觉得现在菜品越来越少了,1
人好多吃到最后连杯水都没有上上菜速度还好环境不错,1
服务好有耐心味道不错价格合适,1
不错值得推荐,1
这次体验服务最棒口味没以前好了,1
经常跟朋友去吃不过这次点了以前没吃过的菜味道有点失望,1
属于比较传统的西餐店菜品都很齐全味道也不错是同学聚会的好去处电化学神经满足感需求多样化学习与娱乐的区分不再仅仅是买卖更多的是个人经历的交通完备的交通标示系统商品分类化的必要性研究虚拟商品与电子商业的融入广告与宣,1
感觉换厨师了味道跟以前不一样了不过人服务态度很好,1
还不错我们那天去的时候人还蛮多的,1
味道不错服务质量好环境还不错,1
在光谷这个地方最喜欢来你们家不论从服务态度还是菜品来讲都是高于同行的今天和闺蜜一起来吃饭虽然又出现了等待的情况但是心情还是美滋滋的因为您们总能想到比别人对的细节服务即使等待也让客人心情舒畅,1
很喜欢秀玉这是最划算的双人餐现在好像没有了,1
好吃经常去经典牛扒还不错挺嫩的,1
菜品还行味道也还是可以的主要喜欢他家的环境,1
好像是过生日的时候团的另外还点了菜但是这种套餐里面德菜不好吃,1
一直都喜欢到秀玉吃双人套餐挺好吃的牛蛙煲挺辣的爱吃辣的可以选牛蛙肉太小了有点少,1
的两人套餐性价比高餐厅环境和服务也是很棒,1
好吃喃好开心和男朋友吃到饱,1
菜品好速度快服务好推荐推荐很划算,1
味道一般可能是菜品没点好吧就那几种常点的菜还可以其余的就不咋地了,1
去秀玉的次数还是蛮多的口味比较适合自己选择性也较多,1
千层面味道不错牛排好大的一块只是那个什么鬼酸奶水果太坑一个水果不到酸奶和水的味道一样还不如去买三十五块钱的水果吃,0
味道还行但是最好错开高峰期,1
不错食物还行牛肉煲有点辣分量很足吃的饱饱的,1
来过很多次还不错同学觉得也很不错,1
每次都吃牛扒都会到秀玉这边来不管绕多远个人觉得很好味道和环境都不错尤其音乐很赞以后还会一直来的最爱现磨黑胡椒牛扒,1
环境很好服务很到位下次还会来,1
很好吃呢就是感觉披萨太干啦吃了很不舒服干环境还不错就是人多,1
到秀玉吃了好多次了味道蛮好蛮不错的,1
可以的不错全五分写不出来字了,1
套餐的煲仔跟点心不错分量足因为是一点左右去的没排队很满意这次用餐,1
还行吧就是比装修前价格贵了,1
请各位去就餐避开周末和就餐高峰期,0
这一家环境好服务员的态度也热情,1
环境口味都还不错值得推荐,1
还行去过很多次了感觉环境各方面都是蛮不错的,1
菜很好看味道也特别好只是员工服务态度有问题点菜都不会,1
要吃就吃秀玉啦味道服务都杠杠滴大爱秀玉望越做越好,1
挺好的披萨特别好吃推荐推荐,1
黑椒牛肉很好吃推荐我们三个人点了不同的三种牛排外加一壶冰橘茶和寸的披萨吃得很饱,1
很久没去了那次去了还是以前的味道很赞,1
一直喜欢这家店环境好味道也好经常来,1
不错比其他地方的秀玉环境要好一些虽然菜单各地都是一样的但是上次去永旺金银潭店菜品的味道比这个差多了金银潭店烩饭都是生的,1
很好很满意不是第一次来了每次都让人很满意以后经常光顾,1
很好牛排煎的很好水果也很好吃,1
没以前优惠味道还是一样好服务挺好的希望有更多优惠,1
位置很好找菜品也不错感觉比光谷五楼的好,1
确实不错一直在这里吃东西味道服务都不错,1
还可以一般秀玉总不是那样,1
不错的一次团购还会继续支持,1
很满意秀玉的味道还可以不过服务环境特别棒,1
不错过胡锦发的你看好非公经济分分合合,1
环境可以位置也很好找有时间还去,1
大家都应该经常去秀玉味道就不说了主要是很大众化哪里都有牛排也就一份又有饭所以大家都回去光谷有两家比较常去大洋百货五楼那家就是老是要等位好麻烦西班牙的环境也不错很大单独的电梯,1
环境不错但是上菜挺慢茶挺好喝团购挺划算吃的饱饱的,1
在这里吃饭就是自由的感觉只是味道有待进步吐司很好吃跟饭的味道一般意粉味道也一般,1
特别好一直来很好吃又不贵,1
人很多感觉服务员都乱了牛肉煎饼还不错披萨和炒饭还是不吃了吧,1
不论价格还是服务都很好最重要的是味道吃了很多回,1
不是很中我的口味但环境不错也许是我没点对,0
东西挺好吃的那个套餐也挺实在的本来我吃牛肉煲结果有芹菜我不吃女朋友很贴心的跟我换了,1
位置好找菜品质量不错只是品种数量偏少,1
一直来吃很好喜欢吃又便宜,1
很喜欢这里的口味可是现在团购的活动太少太少了,1
很喜欢他家的煲仔饭每次必点真心不错服务很好,1
秀玉是个品牌味道环境服务都很好,1
不错的虽然第一次吃西餐有点小贵而且不适应打但还可以,1
推荐牛排啦最爱的一家店很划算,1
还可以没事偶尔吃一次还是可以嘛,1
经常去价格实惠环境也不错蜂蜜厚多士最爱,1
非常好下次还会在去的哦哦哈哈,1
口味很好服务也很周到下次还会继续光顾哈哈,1
去过一次就会想去第二次,1
强烈推荐大赞啊里面从服务到食物没有我不满意的总之非常喜欢啦,1
这家生意一直很好总体不错值得再去,1
环境优雅服务热情品种丰富,1
基地哦里光明顶自信一直捏婆知心顶替听,1
菜什么的都不错两个人去的东西蛮好吃菜量也可以位置也蛮好找然后我要评论个字领几分了黑胡椒牛扒意大利面现磨黑胡椒牛扒焗饭泰皇炒饭,1
环境优雅气氛适宜有对的人,1
不错,1
还行味道还不错总体来说很喜欢,1
好吃就是人太多了没办法星期六武汉就是这样,1
价格划算以前经常去的西餐的话还是个不错的选择,1
棒棒哒我觉得环境挺好适合吃饭,1
服务很周到味道好环境很,1
挺好的服务周到环境好价格合适,1
秀玉的牛排可以人多就不好吃人少就好,1
过生日请室友吃饭大家吃的很开心希望以后还有机会可以聚在一起,1
味道狠不错最重要的是服务非常到位,1
环境舒适价格合理牛排和意面味道不错特别喜欢喝它家的金桔茶,1
很不错适合情侣两去吃氛围也不错,1
菜品味道不错份量也足量希望一直保持下去以后会继续光顾,1
真的很喜欢秀玉环境好位置好就是每次去人好多焗饭吐司面包都很好吃,1
一直都爱秀玉环境优雅就是我最爱的黄鳝煲仔饭没有了,1
好个朋友几年没有见面了在一起吃的很舒服,1
牛排好吃里面甜品也不错环境舒适赞,1
开了很多年了比较大众的餐厅环境不错适合聚会,1
还行适合聊天环境还不错比一期好,1
味道还是一如既往的好服务态度很好,1
披萨好难吃其他的还行环境也还好,0
每次到光谷必来环境好今天的服务特别周到,1
菜的味道一如既往希望多推出好吃的新菜旧的就那几种好吃的都吃厌了每次都不知道点什么了人不多上菜速度还慢,1
味道还可以直接去的去过几次了,1
味道不错价格便宜服务也也可以,1
我约会最常去的地方,1
到了店里问得服务人员才团的味道和以前一样还不错,1
环境好菜肴也还可以美团上优惠些,1
还可以就是上东西有点慢喊服务员也是难,1
哈哈还可以挺喜欢这家的不错,1
秀玉一直是我很喜欢去的餐厅价格亲民质量也不马虎很适合一家人去环境也不错灯光比较暗淡是很有感觉推荐,1
吃了好多年了味道还是可以得到但是诞生吗,1
味道还不错经常去的服务态度也好,1
好很好不错很不错,1
一直都很不错哟经常和同事一起去呢,1
味道还行可以当下午茶使用和哥们一起去的还不错,1
环境很好餐厅很大高大尚的享受那天还碰见两个韩国人在用餐可见这家的品质是不错的,1
每次都会来吃味道不错很喜欢,1
位置好找也不是很贵个人感觉还可以,1
现磨黑胡椒牛扒红酒焗蜗牛玫瑰花茶蜂蜜多士芝士千层面试了一下他们家新出的扇贝味道还可以,1
春节过去的服务员有点少等了很久才上,1
还不错值得分享服务也挺好的,1
口味还行就是菜有点少价格也有点高女生吃还行,1
还不错就是店铺服务员少坐了有一会儿才有人来招呼的,1
菜品的种类比较多可选择性也比较多适合人不多的小聚尤其适合情侣,1
环境不错甜品不错要是饮料能续杯就好了,1
一如既往的好吃不错很好的餐厅值得推荐,1
秀玉一直都很不错啦服务态度还不错啊,1
比较喜欢来这家吃不贵不错不错,1
一直忘评价了好久没去环境不错,1
挺好的环境食物都不错可以试一下,1
环境不错味道好极了,1
感觉超级棒常来以后还会来呢,1
味道不错可以去试试这个都是个人感觉经供参考自己去看吧,1
还不错去了很多次可以试试,1
去了很多次感觉还不错适合情侣一起,1
吃了很多次还是很爱每次都必点厚多士,1
现在没有这个套餐了希望能有还是很好很划算,1
不错的物美价廉方便值得一去,1
适合聊天发呆品种多齐全味道不错,1
吃的不错环境可以人好多推荐吧,1
不错秀玉菜品口味都可以环境好推荐,1
每次去秀玉必点厚多士和朋友一起吃很饱,1
中午去的人也蛮多牛排没以前好吃了,1
味道不错就是人太多了上菜也慢,1
挺不错的基本每个星期都去,1
还可以下次还回去吃的寝室吃得很开心哟,1
还行大家懂啦秀玉的东西大家都明白,1
朋友带来吃的东西挺多的味道也不错,1
不错,1
非常不错等回武汉还要去吃好多,1
味道一如既往的好希望以后多优惠,1
不是第一次来了比较喜欢这服务很好,1
团购很方便和朋友们也吃得很饱味道还不错,1
还不错继续加油,1
菜色还是不错的就是那个人比较多等了很久,1
一样很赞不止一次滴次家人一起难得,1
性价比高意面炒饭甜点都挺便宜的不去评价不知道浪费多少积分自从美团积分可以抵现金的时候才知道积分的重要后来我就把这段话复制了走到哪复制到哪即能赚积分还非常省事特别是不用认真的评论了又健康快乐能么么哒真的很不错的,1
去了好多次了真心推荐适合男女朋友两人约会,1
挺好的一直都在去,1
不错不错不错不错不错不错不错不错,1
好久之前跟闺蜜一起去的都吃的很开心就是人多太吵了都不能小声讲话但是还是很满意的服务挺好的,1
还不错以前从来不去评价不知道浪费多少积分自从美团积分可以抵现金的时候才知道积分的重要后来我就把这段话复制了走到哪复制到哪即能赚积分还非常省事特别是不用认真的评论了又健康快乐能么么哒,1
老婆很喜欢秀玉味道不错服务也周到,1
还可以吧就是环境挺好的味道都差不多的,1
还不错人点多了赞一个环境不错哦,1
挺好的味道啥的都挺好今天去金桔茶里有根头发,1
每次去都是和朋友一起去的他家的牛排还可以,1
超级赞本来还以为吃不饱呢结果大家都吃的很满足焦糖布丁真心不错服务员也很可爱总之超级满意,1
和朋友一起吃的满意很好凑字数,1
团购很优惠约会去吃很有感觉环境味道都不错,1
团购三年来不知道浪费了多少积分自从美团积分可以抵现金的时候才知道积分的重要后来我就把这段话复制了走到哪复制到哪既能赚积分又能么么哒真是好极了给个赞还差十个字好了字数终于,1
上菜速度还行服务也还可以口味也还好,1
上菜速度还行服务也还可以口味还行,1
不错强烈推荐赞赞赞赞赞赞赞赞,1
菜色还是不错的就是人比较多,1
经常来吃团购很优惠赞一个,1
服务不错菜品走心很喜欢黄桃土司和金橘柠檬,1
团得太多都忘记评价了综合比价好只是现在涨价了优惠力度没加期待好优惠,1
味道一般口味一般一般一般啦,0
用美团还是比较实惠的环境不错上菜的时候不小心被烫了下旁边的几个服务员都上来道歉自己都不好意思了,1
还可以味道不错值得推荐位置有点不好找,1
一般般不行凑够十五字还是不行,0
哈哈哈哈哈哈好好好吃吃吃,1
挺好的就是活动总是一样的希望活动换点花样,1
上菜速度还行服务也还可以,1
环境不错味道可口口感十足还想去推荐给大家环境也很好,1
环境很好菜也不错是个不错的地方,1
经常来味道一如既往喜欢会再来哦,1
味道还可以服务不是很周到上菜比较慢,1
很好很好哈哈哈哈哈哈我喜欢次,1
还可以服务也好下次再去,1
一般般一般般啊一般般啊一般般啊,1
服务超级到位套餐很划算不过两个人吃有点多,1
分量偏少价格变贵了位置还行,1
环境很不错和朋友一起去的实惠,1
一般般吧最喜欢的是里面的厚多士牛排慢吃,1
经常来这里吃口味一直不错黑胡椒牛肉炒意粉很好吃分量很足里面牛肉也挺多咖喱鸡肉焗饭也不错,1
用餐途中发生了点小小的不愉快但是很快就解决了,1
还行吧地方蛮大没有排队,0
为什么每次来都要等这点有些不爽,1
挺好挺好挺好挺好挺好挺好推荐推荐,1
比比画画在一起了你就可以接受,1
环境不错下次还会和朋友一起过来吃的,1
比较好的茶餐厅比较适合随便吃点环境不错,1
还行东西都一般般了有时候排队,1
可以的挺好的服务也不错挺好,1
很好很好很好很好很好很好很好很好,1
优惠力度越来越小味道也就那样,1
秀玉去过很多次了团购比较划算还是很不错的适合朋友逛完街就去那里坐坐吃吃喝喝茶环境也比较好价钱也是我们学生党可以接受的所以闺蜜有时候聚餐就会去哪里了味道也很不错很多菜品可以选择我很喜欢厚多士,1
很不错滴一次聚会牛扒味道很好下次还会来,1
其实西餐厅向来环境都挺好的比较适合喝茶聊天吃饭什么的倒是次要的秀玉的味道还行价格也不贵主要还是喜欢这里的环境比较舒服,1
很好环境不错就是刀叉可能用的时间太久了给人一种脏脏的赶脚其他的都很满意厅堂明明小裤裤婆婆我一牛骨婆婆你咯提提命一样开心啥移民自我破题婷儿牛豆鼓行吗噢华夫饼配冰淇淋墨鱼仔凉拌黄瓜咖喱鸡肉焗饭回锅牛肉煲仔饭小炒牛肉煲仔饭唐扬鱿鱼匈牙利牛肉汤咖喱饭,1
不错但是好像换了新菜单后连厨师都换了一样没有原来那么好吃了自从积分可以抵现金的时候才知道积分的重要后来我就把这段话复制了走到哪复制到哪即能赚积分还非常省事特别是不用认真的评论了又健康快乐能么么哒,1
评价不能只看字数多少要看内容是不是与实际相符评价的内容对其他顾客有没有参考价值和借鉴认真就要将自己所看所感受到的用自己的语言具体描述出来使别人能够通过你的描述对那种事物有所了解而不是一味的虚夸和贬低一句话就是,1
坏境非常的不错而且价格也挺实惠的,1
我在想这些好评是不是买的环境挺不错的就是服务员的服务很不满意吃个饭刚刚吃完服务员就过来问吃不吃的就要收桌子不是赶人走吗而且三点也不是高峰期也没什么人如果是中午或者晚饭高峰期还可以理解后来买单叫了个穿保洁衣服的阿姨来买单买单我是美团买的我还在点就一直催促搞得好像生怕我不买单似的第一次过来吃也不知道是不是以前其它客人来这都是这样的服务点的秀玉特式炒饭还有牛蛙煲仔还有红豆刨冰说实话味道不敢恭维不是说是特色的吗上个菜也是慢上菜了不给筷子勺子我也是醉了还要叫服务员不满意,0
味道一如既往又划算相信大家都去过啦,1
还可以没有好去处就来这里吧不高不低,1
以前从来不去评价团购以来都不知道浪费多少积分现在才知道积分的重要后来我就把这段话复制了走到哪复制到哪即能赚积分又能么么哒美团越来越好越来越多团购才好当然这个店也好再多些项目团购就更好,1
东西越来越少味道越来越差真是的,0
秀玉还很好吃的都可以去吃吃看,1
以前从来不去评价团购三年来不知道浪费了多少积分自从美团积分可以抵现金的时候才知道积分的重要后来我就把这段话复制了走到哪复制到哪既能赚积分又能么么哒真是好极了给个赞还差十个字好了字数终于够了,1
还行还行加饭的服务还是可以的煲饭好吃,0
服务很好,1
很好很好很好很好很好很好,1
便宜是真牛排味道不怎么样那是公认的,1
环境好食物好看又好吃服务到位好评强烈推荐赞,1
以前从来不去评价不知道浪费多少积分自从美团积分可以抵现金的时候才知道积分的重要后来我就把这段话复制了走复制到哪即能赚积分还非常省事特别是不用认真的评论了又健康快乐便宜好用有方便,1
环境不错,1
服务很到位一直在那里招待朋友了,1
吃西餐秀玉去的还是比较多的吧还是可以的,0
口味和服务都非常差照了半天都没人扶,0
一直总是秀玉吃环境好好味道好好服务好好,1
去过多次的一家店环境和服务都很满意非常不错,1
还行吃不出很好吃一般吧希望菜品品质能够提升,1
还不错品种挺多就是位置不好找,1
每次去光谷都要去吃一次喜欢吃乌冬面,1
环境挺不错的挺怀念这次的菜品,1
非要说个字才能发出去,1
感觉味道一般吃的有点辣,0
环境好坐坐还可以东西选择自己喜欢的就行哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦,1
还行服务态度蛮好的就是不能单点希望可以改善,1
一如既往的超级好吃服务和环境也相当不错,1
秀玉还谈鬼好吃的不要不要的和男票见面每次首选秀玉,1
环境挺好的灯光效果也不错下次还会来,1
就是觉得不放假佛佛你发你发看法没法弄滚吧滚吧,1
你说你很好吃我不觉得为什么要我评价啊,1
每次都在这吃一段时间不过来还挺想过来吃的,1
吃得很饱饭还是很好吃的煲仔饭,1
服务没前二年好生意好了的原因吧菜的味道也不好了总之没前之前的好,0
秀玉红茶坊我还挺爱吃的服务好环境也是不错的哦,1
秀玉是个好去处种类还算比较多环境也还可以生意总是很好就是希望多出些新品,1
就是随便找个地方吃饭还可以吧,1
喜欢秀玉的各种牛肉比较嫩喜欢,1
感觉价格和质量还有一点差距不是说不好只是没达到心理的要求,1
环境好东西也很不错还便宜,1
秀玉红茶坊我还蛮爱来吃的环境好服务也好,1
味道还不错环境也还好挺好的,1
以前从来不去评价不知道浪费多少积分自从美团积分可以抵现金的时候才知道积分的重要后来我就把这段话复制了走到哪复制到哪即能赚积分还非常省事特别是不用认真的评论了又健康快乐能么么哒哈,1
还可以把上菜速度也还可以,1
我很少评价但这次不得不夸夸真的非常棒妈妈很喜欢这里的煲仔饭服务态度也非常好经常来这里吃饭为我们服务的那个女服务员非常的热情下次还会来,1
不错就是上菜太慢了,1
味道真的不错朋友都喜欢吃今天还是比较幸运的去了没有排队坐下之后人瞬间好多不过感觉涮菜吃的时候有点咸了不过量绝对是够的但是还是希望商家多一点优惠这样学生党可以经常去光顾下次还会去的美团好好,1
还不错挺好的套餐优惠挺多的下次会去,1
人太多牛肉嚼不烂非常一般,0
什么都好非常好的味道环境一流,1
锅巴饭意大利面好吃价格实惠以前经常和朋友去吃,1
很实惠适合家庭用餐环境不错,1
每次很多人但感觉没以前好吃了牛排一般,1
还可以吧就是感觉有点小贵我也是醉了也是无奈之举吧女朋友刚好过来这边看我一天没有吃东西走了半天都没有找到吃饭的地方其实感觉美团便宜了一些但是说实话味道确实很一般呀大概是因为在高铁站,1
吃过很多次比较满意推荐大家吃不会去啦,1
约朋友一起去的秀玉里面的人一直都很多的呢所以排队要得一会哦不过味道我喜欢,1
以前从来不去评价不知道浪费了多少积分自从美团积分可以抵现金的时候才知道积分的重要后来我就把这段话复制了走到哪复制到哪即能赚积分还非常省事特别是不用认真的评价了快乐离家近又方便,1
一如既往的好天天吃也不知道评什么了,1
还不错位置有点挤还不错位置有点挤还不错位置有点挤还不错位置有点挤,1
大家都熟悉这种店子就不多说了,1
不错的菜品每次都会去秀玉吃饭,1
经常来食堂啊方便价格合适,1
环境挺不错的口味也很好服务也不错呦,1
想不起来吃什么就去这里选择比较多大人小孩都可以满足,1
还行吧就是感觉服务员太少忙不过来总是要等半天,1
这次去真是上的都是冷的不知道啥时候做的换了一份还是温的,0
祝生意兴隆上菜有点慢其他都还好,1
老顾客了挺不错还会继续光顾,1
以前从来不去评价不知道浪费多少积分自从美团积分可以抵现金的时候才知道积分的重要后来我就把这段话复制了走到哪复制到哪即能赚积分还非常省事特别是不用认真的评论了又健康快乐能么么哒不得不看,1
以前从来不去评价不知道浪费多少积分自从美团积分可以抵现金的时候才知道积分的重要后来我就把这复制了走到哪复制到哪即能赚积分还非常省事特别是不用认真的评论了又健康快乐能么么哒哈哈哈,1
以前从来不去评价不知道浪费了多少积分自从美团积分可以抵现金的时候才知道积分的重要后把这段话复制了走到哪复制到哪即能赚积分还非常省事特别是不用认真的评价了又健康快乐以前总来这里,1
这是一次非常美好的团购经历价格又很亲民网友评价分很久没有烫发的我决定亲自去试试看没有办卡推荐隐形消费等等哇效果出乎意料的棒简直美呆了谢谢发型师弄了这么漂亮的发型很满意好开心哦,1
性价比高用卷赶上活动性价比更高,1
味道还行环境不错比较安静上菜速度比较快跟朋友喝茶聊天很惬意,1
猪扒的味道太难吃了吃了一口,1
菜的味道很好同事们都爱在这家餐厅吃哦服务员态度很好嘀,1
一直喜欢秀玉就是有时候上菜慢,1
没有其他家秀玉做的好吃去后很失望,0
吃饭的首选地方上次忘记拿发票买的零食也忘记拿走了,1
上菜慢味道差催了六遍才给我倒水,0
环境特别好服务什么的都很周到金桔柠檬茶炒鸡好喝强烈推荐好朋友聚会可以去情侣去更有感觉啦赞赞赞,1
味道还可以环境还不错就是价格能在便宜点不多搞好活动,1
还可以觉得等的时间不长所以还一般,1
来过很多次了总体来讲还不错给个赞吧,1
很不错啊上菜也快价格也实惠马上情人节还要来消费啊,1
第一次吃西餐就在这我不怎么挑剔比较满意只是女朋友说不好吃可能不习惯西餐吧,1
不错还不来下次还买这个消费划算不错还不来下次还买这个消费划算不错还不来下次还买这个消费划算不错还不来下次还买这个消费划算不错还不来下次还买这个消费划算不错还不来下次还买这个消费划算不错还不来下次还买这个消费划算,1
口味很好很不错环境也挺好的服务态度很好很热情下次还来,1
以前从来不去评价不知道浪费了多少积分自从美团的积分可以抵现金的时候才知道积分的重要后来我把这段话复制了走到哪复制到哪即能赚积分还非常省事特别是不用认真评价了又健康快乐墙裂推荐唷嘻嘻,1
很喜欢经常去吃朋友也爱那个泰皇炒饭很好吃,1
不错环境不错很喜欢服务态度很好,1
和老公过来喝的下午茶休息了一下水果茶味道不错服务员也很热情很满意,1
真的好啊啊啊啊啊啊啊啊啊啊好吃啊,1
吃得很好环境很好就是人比较多平时人少的时候感觉很轻松,1
口味一般般位置好找聊天的好地方,1
味道尚可炒饭油多了点儿腻,1
秀玉环境服务还是做的很不错了菜也可以,1
一般般一般般一般般一般般,1
大部分都是团购的两人套餐单点就是团购代金劵代金劵的优惠不是很大,1
以前从来不去评论不知道浪费多少积分自从美团积分可以抵现金的时候才知道积分的重要后来我把这段话复制了到哪复制到哪既能赚积分还非常省事儿特别是不用认真地评论咯有健康快乐么么哒,1
我对湖北武汉的口味不是特别喜欢所以点了日式的汤料理还是感觉辣不过先生觉得可以比较划算,1
还不错吧要是上菜速度快点就更好了,1
很不错过生日在这里很多人也可以坐在一起,1
不适合单身狗很好值得推荐字数够了不能粘贴啊,1
好吃经常去同学也都很喜欢去这家吃,1
很喜欢吃里面那个牛排的意面环境也不错,1
环境不错口味很好小孩很喜欢去,1
好好好好好好好好好好,1
来了很多次喜欢吃水果披萨以后还会再来,1
还不错吧一直没评论感觉还行吧就是很坑,1
位置好找周末人比较多牛排不错,1
味道不错夫妻肺片全家人最爱吃了,1
喜欢吃这边的饭辣辣的两个人去一人点一份饭也就够了,1
还行就是有点慢呼叫半天没人来,1
挺好的很满意服务也很周到环境也不错哈哈哈全部好评啦以后和男朋友还来,1
很不错服务态度很好下次还会光顾,1
本来想找个安静的地方给女票过生日选了很久后来才发现他们有生日套餐当我从外面买来蛋糕后她们立马循环播放生日快乐歌曲还送来祝福让女票很惊喜也很感动这种无微不至的服务送上我所有的赞我一般不评论但这家给网友们强烈推荐,1
上菜慢慢慢慢慢好像瞧不起团购的,1
不错很好值得推荐字数够了不能粘贴啊,1
还行有时需要等座有时上餐很慢,1
我觉得还是不错的可以加油推荐一下,1
口味不错服务态度好地理位置好,1
秀玉就是经济实惠的那种西餐好评好评,1
可能是人多服务员态度不是很热情环境也一般,1
好吃尤其是蜂蜜厚多士比其它地方味道好,1
服务员的服务很好菜色和味道都很好一如既往的好,1
挺好的味道也很好服务也很好会再去,1
不错味道挺好,1
以前从来不去评价不知道浪费多少积分自从美团积分可以抵现金的时候才知道积分的重要后来我就把这段话复制了走到哪复制到哪即能赚积分还非常省事特别是不用认真的评论了又健康快乐能么么哒哈哈哈,1
活动挺优惠的不要那么多限制就好了新品更新加快些,1
很不错每次去光谷必选而且专来这家,1
特色牛排没有了感觉没有以前好斤,0
价格比较实惠环境也还挺好的就是上菜的速度有点太慢了,1
味道不错服务良好还挺不错的哦,1
这个是秀玉我觉得最划算的美团了非常不错,1
算是比较贵的加了好多还是感觉没吃好吃饱味道还行,1
经常去秀玉吃饭餐品可口服务好,1
味道真的不错牛排份量也很足赞,1
不记得第几次来吃了味道真的不错朋友都喜欢吃今天还是比较幸运的去了没有排队坐下之后人瞬间好多不过感觉涮菜吃的时候有点咸了不过量绝对是够的,1
很好来过很多次了有充电的地方就更好了,1
环境不错一直在捧场就是我最爱的千层面分量越来越少了披萨比一些专业的都要好吃棒棒棒还有就是餐桌有点小每次跟老公一起去点的餐座子都放不下两个人也不能坐大桌还有就是下午茶也不错可以一坐一下午下午茶套餐木瓜炖雪蛤蒜香鸡中节蒜蓉鸡翅黑椒牛柳炒意粉肉少冰橘茶水果披萨华夫饼配冰淇淋千层面排骨煲仔吃饭没有拍照的习惯,1
经常带儿子去吃里面的黑椒牛排和披萨很好吃,1
环境很好服务很好菜色丰富口感不错,1
哦以前从来不去评价不知道浪费多少积分自从美团积分可以抵现金的时候才知道积分的重要后来我就把这段话复制了走到哪复制到哪即能赚积分还非常省事特别是不用认真的评论了,1
以前从来不去评价不知道浪费多少积分自从美团积分可以抵现金的时候才知道积分的重要后来我就把这段话复制了走到哪复制到哪即能赚积分还非常省事特别是不用认真的评论了又健康快乐能么么,1
口味不错味道也还行有机会再去,1
一切都不错没有特别的亮点也没有特别不满意的适合年轻人,1
很嘈杂人少了还受歧视这里不让坐那里不让坐,0
还不错哦环境优美,1
带女儿一起去的她很喜欢还说要再去,1
比较大众化消费不高服务还不错,1
了一,1
很喜欢秀玉的环境很安静菜的味道也很好,1
经常来这里吃希望卫生有待改进,1
喝个热茶结果杯子裂了吓爸了,1
真心好吃团购也很便宜但是感觉份量不多只能吃分饱但是味道胜过一切,1
本来在光谷步行街五楼吃的结果那一家厨房在修理就来这里了经济实惠还好吃,1
还可以还可以还可以还可以还可以,1
经常来吃味道很好会再来的谢谢,1
价格实惠环境也不错水果沙拉和炒饭都不错,1
经常在那里打扑克挺好的服务价格各方面都不错,1
喜欢吃环境不错价格优惠整个就是很划算了,1
我也继续啦咯跑的快点来钟就去过的年,1
环境还不错味道不错啊经常来吃啊中餐西餐都有啊,1
来过很多次了口味还可以上菜有点慢,1
还行不错可以的差不多可以凑足十五个字了,1
多次来这里了环境味道都很好人也不算多,1
味道普通环境不错上菜太慢了我点两份套餐居然给我上一份我是两个人一起呀,0
好吃量足服务好真的不错啦,1
味道真的不错朋友都喜欢吃今天还是比较幸运的去了没有排队坐下之后人瞬间好多不过感觉涮菜吃的时候有点咸了不过量绝对是够的,1
味道不错环境很优雅风情街的风景很漂亮,1
每次有空就去很安静味道也不错下午茶时间也好,1
棒棒的价格合理服务到位下次有时间还去,1
嗯嗯嗯好高好高好好好好好好好好,1
一般般吧披萨挺好吃的不过价格稍贵,1
不好吃也可能是没有点好的原因,0
喜欢秀玉服务环境菜品都不错,1
人气挺旺的菜还可以服务很周到牛排不错,1
好久才来评价忘记什么样秀玉一般都不痒不痛吧,1
环境挺好的服务也挺周到就是可能稍微不对我口味,1
包房灯光有点暗没有可以充电的插座,1
夏天的时候去过感觉环境挺好服务员态度也不错就是套餐不划算啊,0
牛排披萨味道不错但是菠萝炒饭除了虾仁其他一点儿味道没有而且玉米糊了玫瑰花茶很好喝满嘴都是玫瑰芳香,1
还是吃不惯西餐啊不过环境还可以吧,1
还可以味道不错环境一般总体还行,1
服务很不错啦总体来说都还不错,1
服务还行吧菜就那样总不是哪些东西,1
人太多等的时间太长了菜量很少都吃不饱无语了,0
口味太辣环境不错价格适中主要是我老婆喜欢吃,0
物超所值猪扒还挺好吃东西很多很丰富都吃不完两个人吃到撑就是服务一般好朋友都要火了总体不错猪排跟牛排木有什么差别是个喝下午茶的好地方值得推荐虽然朋友跟服务员有点不愉快但好在后来处理好了吃的我们两都撑的想在那睡了哈哈,1
秀玉一直都做得不错东西好吃关键是品种多选择也多一些,1
为什么非要写个字没什么好说的啊,1
满划得来味道也不错很喜欢,1
和家人一起去的环境好孩子们很喜欢,1
味道很不错很喜欢秀玉环境也很好,1
菜不错服务态度也可以环境挺舒适,1
东西是很不错的个人口味问题不太喜欢吃,1
我是几年前吃了没有评价总之就是几年前吃了现在还会去吃的地方,1
武汉年轻人都会去的地方不用多说,1
味道不错服务也可以消费也不贵,1
